Invoice No.,Item Name
19898,['ESPRESSO (30 ML)']
19899,['Origanal South Indian Frappe (350 Ml)']
19900,"['Cappucino (250 ML)', 'Origanal South Indian Frappe (350 ML)', 'Americano (250 ML)']"
19901,['Classic Frappe (350 ML)']
19902,"['Baked Vada Pav', 'Origanal South Indian Frappe (350 ML)']"
19903,['Baked Vada Pav']
19904,"['Iced Latte (350 ML)', 'Iced Mocha (350 ML)']"
19905,['Cafe Latte (250 ML)']
19906,['Iced Mocha (450 ML)']
19907,['Kaapicino (250 ML)']
19908,"['Caramel Frappe (350 ML)', 'Hazelnut Frappe (350 ML)']"
19909,['South Indian Filter Kaapi (250 ML)']
19910,"['Classic Frappe (350 ML)', 'Cafe Latte (250 ML)']"
19911,"['Strawberry White Chocolate Ganache With Rosella Jam Macaroon', 'Classic Frappe (350 ML)', 'South Indian Filter Kaapi (250 ML)', 'South Indian Filter Kaapi (250 ML)', 'Hot Chocolate (250 ML)']"
19912,"['Berliners (Dark Choco Mousse Berliner)', 'Iced Latte (350 ML)', 'Vanilla Praline (350 ML)']"
19913,"['Calzones Veg (Calzone Paneer)', 'Origanal South Indian Frappe (350 ML)', 'Cappucino (250 ML)']"
19914,"['ALMOND MILK (200 ML)', 'South Indian Filter Kaapi (250 ML)', 'Hot Chocolate (250 ML)']"
19915,['Vietnamese (450 ML)']
19916,"['South Indian Filter Kaapi (150 ML)', 'Berliners (Dark Choco Mousse Berliner)', 'Choco-crinkle-cookies (COMBO 3 PCS)']"
19917,['Irish Americano (350 ML)']
19918,['Flat White 250 Ml']
19919,"['Baked Vada Pav', 'Calzones Veg (Calzone Paneer)']"
19920,"['Cappucino (250 ML)', 'Vietnamese (350 ML)', 'Yellow Banana Chips 60 Gm']"
19921,['Cappucino (350 ML)']
19922,['Choco-crinkle-cookies (COMBO 3 PCS)']
19923,"['Hot Chocolate (250 Ml)', 'Spicy Banana Chips 60 Gm']"
19924,"['Papparoti (Add On Nutella sauce)', 'Tartlets (Kacha Nimbu Tartlet)', 'Yellow Banana Chips 60 Gm']"
19925,['Classic Frappe (350 Ml)']
19926,"['Papparoti (Plain)', 'Sea Salt Dark Mocha Frappe (350 ML)', 'Vanilla Praline (350 ML)', 'Origanal South Indian Frappe (350 ML)']"
19927,['Choco-crinkle-cookies (COMBO 3 PCS)']
19928,"['Origanal South Indian Frappe (350 ML)', 'South Indian Filter Kaapi (250 ML)', 'Origanal South Indian Frappe (350 ML)']"
19929,['Madagascar Hot Chocolate (350 ML)']
19930,['Madagascar Chocochip Frappe (350 ML)']
19931,['Flat White 250 Ml']
19932,['Berliners (Nutella Berliner)']
19933,"['Iced Americano (450 ML)', 'Iced Mocha (350 ML)', 'Cappucino (350 ML)']"
19934,"['Classic Frappe (350 ML)', 'Iced Latte (350 ML)']"
19935,"['South Indian Filter Kaapi (150 ML)', 'Baked Vada Pav']"
19936,"['Americano (250 ML)', 'Americano (350 ML)', 'Sea Salt Dark Mocha Frappe (450 ML)', 'Madagascar Chocochip Frappe (350 ML)', 'Hot Chocolate (250 ML)']"
19937,"['Iced Latte (350 ML)', 'Tartlets (Filter Kaapi Tartlet)', 'Tartlets (chocolate Tartlet)']"
19938,"['Cappucino (250 ML)', 'South Indian Filter Kaapi (250 ML)', 'Hot Chocolate (250 ML)']"
19939,['Nariyal Irish Cream Frappe (350 ML)']
19940,['Almond Frappe (350 ML)']
19941,"['Berliner Mix 3 Pcs (Lotus Biscoff Berliner)', 'Berliner Mix 3 Pcs (Nutella Berliner)', 'Berliner Mix 3 Pcs (Blueberry Cheese Cake Berliner)', 'Choco-crinkle-cookies (COMBO 3 PCS)', 'Mix Tartlet 3 Pcs (chocolate Tartlet)', 'Mix Tartlet 3 Pcs (Filter Kaapi Tartlet)', 'Mix Tartlet 3 Pcs (salted Caramel tartlet)', 'Baked Pav Bhaji', 'Baked Vada Pav', 'Hyderabadi Chicken Keema Pav', 'Hyderabadi Soya Keema Pav', 'Calzones Veg (Calzone Paneer)']"
19942,"['Papparoti (Plain)', 'Hot Chocolate (350 ML)']"
19943,"['Hot Chocolate (350 ML)', 'Madagascar Chocochip Frappe (350 ML)', 'ALMOND MILK (200 ML)', 'Berliners (Blueberry Cheese Cake Berliner)', 'Chicken Calzone']"
19944,"['Mix Tartlet 3 Pcs (chocolate Tartlet)', 'Mix Tartlet 3 Pcs (Filter Kaapi Tartlet)', 'Mix Tartlet 3 Pcs (salted Caramel tartlet)', 'Strawberry White Chocolate Ganache With Rosella Jam Macaroon']"
19945,['Hot Chocolate (250 Ml)']
19946,"['Baked Vada Pav', 'Spicy Banana Chips 60 Gm']"
19947,['South Indian Filter Kaapi (150 ML)']
19948,"['Almond Honey Latte (350 ML)', 'Papparoti (Plain)']"
19949,"['Madagascar Chocochip Frappe (350 ML)', 'Madagascar Chocochip Frappe (450 ML)']"
19950,['ESPRESSO (30 ML)']
19951,['Iced Latte (350 ML)']
19952,['Classic Frappe (350 ML)']
19953,['Aeropress']
19954,['Choco-crinkle-cookies (COMBO 3 PCS)']
19955,"['South Indian Filter Kaapi (150 ML)', 'Cappucino (250 ML)', 'Baked Pav Bhaji', 'Hyderabadi Soya Keema Pav', 'Baked Vada Pav']"
19956,['Cappucino (250 ML)']
19957,"['Almond Frappe (350 ML)', 'Kaapicino (250 ML)']"
19958,['Cafe Latte (250 ML)']
19959,['Almond Frappe (350 ML)']
19960,['Cappucino (250 ML)']
19961,['Cappucino (250 ML)']
19962,"['Bon Bon (350 ML)', 'Hyderabadi Chicken Keema Pav']"
19963,"['Bon Bon (350 ML)', 'Sea Salt Dark Mocha Frappe (350 ML)', 'Berliners (Blueberry Cheese Cake Berliner)']"
19964,"['Origanal South Indian Frappe (450 ML)', 'Waves Of Malnad 250 GM', 'Baba Budan Peak 250 Gm', 'Wild Chikmanglur 250 GM']"
19965,['Choco-crinkle-cookies (COMBO 3 PCS)']
19966,"['Origanal South Indian Frappe (350 ML)', 'Chicken Calzone']"
19967,"['Hazelnut Frappe (350 ML)', 'Kaapicino (250 ML)', 'Berliners (Nutella Berliner)', 'Rosella Cheesecake Berliner']"
19968,['Iced Americano (350 Ml)']
19969,['Sea Salt Dark Mocha (250 ML)']
19970,['Classic Frappe (350 ML)']
19971,['Origanal South Indian Frappe (350 ML)']
19972,"['Cafe Mocha (250 ML)', 'Strawberry White Chocolate Ganache With Rosella Jam Macaroon']"
19973,['Espresso Tonic (Tonic Water)']
19974,"['Cappucino (250 ML)', 'Sea Salt Dark Mocha (250 ML)']"
19975,"['South Indian Filter Kaapi (250 Ml)', 'Baked Vada Pav']"
19976,['Classic Frappe (450 ML)']
19977,['Madagascar Chocochip Frappe (350 ML)']
19978,['Vietnamese (450 ML)']
19979,"['Americano (250 ML)', 'Cappucino (250 ML)']"
19980,['Cafe Latte (250 ML)']
19981,"['Cafe Latte (250 ML)', 'Cold Brew', 'Calzones Veg (Calzone Paneer)', 'Baked Vada Pav']"
19982,['South Indian Filter Kaapi (250 ML)']
19983,['South Indian Filter Kaapi (150 ML)']
19984,['Cafe Mocha (350 ML)']
19985,"['Nariyal Irish Cream Frappe (350 ML)', 'Hazelnut Frappe (350 ML)']"
19986,"['Hazelnut Frappe (350 ML)', 'Madagascar Chocochip Frappe (350 ML)', 'Calzones Veg (Calzone Paneer)']"
19987,"['Origanal South Indian Frappe (350 ML)', 'ALMOND MILK (200 ML)', 'South Indian Filter Kaapi (150 ML)']"
19988,['Americano (250 ML)']
19989,"['Almond Frappe (450 ML)', 'Nariyal Irish Cream Frappe (450 ML)', 'Madagascar Hot Chocolate (350 ML)']"
19990,"['Cappucino (250 ML)', 'South Indian Filter Kaapi (150 ML)']"
19991,['South Indian Filter Kaapi (250 ML)']
19992,['Baked Vada Pav']
19993,"['Cappucino (250 ML)', 'Tartlets (chocolate Tartlet)', 'Tartlets (Kacha Nimbu Tartlet)']"
19994,"['Vietnamese (350 ML)', 'Irish Americano (250 ML)']"
19995,['South Indian Filter Kaapi (150 ML)']
19996,"['Cappucino (250 ML)', 'South Indian Filter Kaapi (150 ML)']"
19997,"['Hot Chocolate (250 ML)', 'Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC)']"
19998,['Vietnamese (450 ML)']
19999,"['Iced Mocha (350 ML)', 'Mix Tartlet 3 Pcs (kodai cheese tartlet)', 'Mix Tartlet 3 Pcs (Kacha Nimbu Tartlet)', 'Strawbery Rosella Frangipani Tart']"
20000,['Espresso Tonic (Tonic Water)']
20001,"['Cafe Mocha (250 ML)', 'Cappucino (250 ML)']"
20002,"['South Indian Filter Kaapi (250 ML)', 'Calzones Veg (Calzone Paneer)', 'Choco-crinkle-cookies (COMBO 3 PCS)', 'Gluten Free Hazelnut Brownie']"
20003,['Baked Vada Pav']
20004,['Baked Vada Pav']
20005,"['Iced Americano (350 ML)', 'South Indian Filter Kaapi (150 ML)', 'Strawberry White Chocolate Ganache With Rosella Jam Macaroon', 'Rosella Jam With Filter Coffee Ganache Macaroon (3 PCS)', 'Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC)']"
20006,['Classic Frappe (450 Ml)']
20007,"['Origanal South Indian Frappe (350 ML)', 'Cafe Latte (250 ML)', 'Cafe Mocha (250 ML)', 'South Indian Filter Kaapi (150 ML)']"
20008,"['Almond Frappe (350 ML)', 'South Indian Filter Kaapi (250 ML)']"
20009,"['Irish Americano (250 ML)', 'Cold Brew']"
20010,['Origanal South Indian Frappe (350 ML)']
20011,['Sea Salt Dark Mocha (350 ML)']
20012,"['Vietnamese (350 ML)', 'Hot Chocolate (250 ML)', 'Classic Frappe (350 ML)', 'Cappucino (250 ML)']"
20013,['Sea Salt Dark Mocha Frappe (350 ML)']
20014,"['Berliners (Blueberry Cheese Cake Berliner)', 'Mix Tartlet 3 Pcs (Filter Kaapi Tartlet)', 'Mix Tartlet 3 Pcs (kodai cheese tartlet)', 'Mix Tartlet 3 Pcs (salted Caramel tartlet)', 'Baked Vada Pav', 'Papparoti (Plain)', 'Cappucino (350 ML)']"
20015,"['South Indian Filter Kaapi (250 ML)', 'Papparoti (Plain)']"
20016,['Classic Frappe (350 ML)']
20017,"['Cappucino (350 ML)', 'South Indian Filter Kaapi (250 ML)']"
20018,"['Cappucino (350 ML)', 'South Indian Filter Kaapi (250 ML)', 'Hyderabadi Chicken Keema Pav', 'Calzones Veg (Calzone Paneer)']"
20019,"['Baked Vada Pav', 'Calzones Veg (Calzone Paneer)', 'Hyderabadi Chicken Keema Pav', 'Sea Salt Dark Mocha (250 ML)', 'Madagascar Hot Chocolate (350 ML)']"
20020,['Iced Americano (450 Ml)']
20021,"['Berliners (Nutella Berliner)', 'Vietnamese (450 Ml)', 'Calzones Veg (Calzone Paneer)']"
20022,['Choco-crinkle-cookies (with Egg) (COMBO 3 PCS)']
20023,"['Choco-crinkle-cookies (COMBO 3 PCS)', 'Baked Pav Bhaji', 'Calzones Veg (Calzone Veg)', 'Classic Frappe (350 ML)']"
20024,['Classic Frappe (350 ML)']
20025,['Classic Frappe (350 ML)']
20026,['Kaapicino (250 ML)']
20027,"['Madagascar Chocochip Frappe (450 ML)', 'Spicy Banana Chips 60 Gm']"
20028,['Almond Frappe (350 ML)']
20029,"['Iced Latte (350 ML)', 'ALMOND MILK (200 ML)', 'South Indian Filter Kaapi (250 ML)', 'Gluten Free Hazelnut Brownie', 'Choco-crinkle-cookies (COMBO 3 PCS)']"
20030,['Iced Latte (450 ML)']
20031,['Sea Salt Dark Mocha (250 Ml)']
20032,['Classic Frappe (350 ML)']
20033,['Irish Americano (250 Ml)']
20034,"['Cafe Mocha (250 ML)', 'Origanal South Indian Frappe (350 ML)']"
20035,['South Indian Filter Kaapi (150 ML)']
20036,['Choco-crinkle-cookies (COMBO 3 PCS)']
20037,['Cafe Latte (250 ML)']
20038,"['Iced Americano (450 ML)', 'Berliners (Lotus Biscoff Berliner)']"
20039,['Iced Americano (350 ML)']
20040,['Spicy Banana Chips 60 Gm']
20041,['Pour Over']
20042,"['Tartlets (Kacha Nimbu Tartlet)', 'Flat White 250 Ml', 'OAT MILK (200 ML)', 'Tartlets (Kacha Nimbu Tartlet)']"
20043,['Classic Frappe (350 ML)']
20044,"['ESPRESSO (30 ML)', 'Hazelnut Frappe (350 ML)']"
20045,"['Hyderabadi Chicken Keema Pav', 'South Indian Filter Kaapi (150 ML)']"
20046,['Vietnamese (450 ML)']
20047,['Classic Frappe (350 Ml)']
20048,['South Indian Filter Kaapi (250 ML)']
20049,['Cappucino (250 ML)']
20050,['Hazelnut Frappe (350 ML)']
20051,['South Indian Filter Kaapi (150 ML)']
20052,['Americano (250 ML)']
20053,['Iced Latte (350 ML)']
20054,"['Iced Latte (350 ML)', 'Cold Brew']"
20055,['Iced Americano (450 Ml)']
20056,"['Cappucino (250 ML)', 'Americano (250 ML)']"
20057,['Cappucino (250 ML)']
20058,['Cafe Mocha (350 ML)']
20059,"['Hazelnut Frappe (350 ML)', 'Hot Chocolate (350 ML)', 'Calzones Veg (Calzone Veg)']"
20060,"['Cafe Latte (250 ML)', 'Almond Honey Latte (350 ML)']"
20061,['Almond Frappe (350 ML)']
20062,['South Indian Filter Kaapi (150 ML)']
20063,['South Indian Filter Kaapi (250 ML)']
20064,['South Indian Filter Kaapi (250 ML)']
20065,"['South Indian Filter Kaapi (250 ML)', 'Americano (250 ML)', 'Papparoti (Plain)']"
20066,"['Iced Latte (350 ML)', 'Add On Syrup (Add On hazelnuts Syrup)', 'Berliners (Nutella Berliner)']"
20067,"['Caramel Frappe (350 ML)', 'South Indian Filter Kaapi (250 ML)', 'Calzones Veg (Calzone Paneer)', 'Baked Vada Pav']"
20068,"['Origanal South Indian Frappe (350 ML)', 'Choco-crinkle-cookies (COMBO 3 PCS)', 'South Indian Filter Kaapi (150 ML)']"
20069,"['Cafe Latte (250 ML)', 'Irish Americano (250 ML)', 'Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC)', 'Strawberry White Chocolate Ganache With Rosella Jam Macaroon', 'Baked Vada Pav']"
20070,"['South Indian Filter Kaapi (150 ML)', 'Origanal South Indian Frappe (350 ML)', 'Berliners (Nutella Berliner)', 'Baked Vada Pav']"
20071,['Cappucino (250 ML)']
20072,"['Yellow Banana Chips 60 Gm', 'South Indian Filter Kaapi (150 ML)', 'Hyderabadi Soya Keema Pav']"
20073,"['South Indian Filter Kaapi (250 ML)', 'Papparoti (Plain)', 'Berliners (Blueberry Cheese Cake Berliner)', 'Berliners (Dark Choco Mousse Berliner)', 'Rosella Cheesecake Berliner']"
20074,"['Chicken Calzone', 'Hot Chocolate (250 ML)', 'Classic Frappe (350 ML)', 'Hyderabadi Chicken Keema Pav']"
20075,['Wild Chikmanglur 250 GM']
20076,['South Indian Filter Kaapi (150 ML)']
20077,['Baked Vada Pav']
20078,"['Classic Frappe (350 ML)', 'Origanal South Indian Frappe (350 ML)', 'Pappa Roti (Add On Nutella sauce)']"
20079,"['Caramel Frappe (350 ML)', 'Classic Frappe (350 ML)', 'Vietnamese (350 ML)']"
20080,['Berliners (Nutella Berliner)']
20081,"['Papparoti (Add On Nutella sauce)', 'Berliners (Nutella Berliner)', 'Berliners (Lotus Biscoff Berliner)']"
20082,['Hot Chocolate (250 ML)']
20083,"['Baked Pav Bhaji', 'Calzones Veg (Calzone Paneer)', 'South Indian Filter Kaapi (250 ML)', 'Chicken Calzone', 'Spicy Banana Chips 60 Gm']"
20084,"['Berliners (Dark Choco Mousse Berliner)', 'Vietnamese (350 ML)', 'Vanilla Praline (350 ML)', 'Madagascar Chocochip Frappe (350 ML)', 'Papparoti (Plain)', 'Baked Vada Pav']"
20085,"['South Indian Filter Kaapi (250 ML)', 'Origanal South Indian Frappe (350 ML)', 'Hot Chocolate (250 ML)']"
20086,"['Chicken Calzone', 'Madagascar Hot Chocolate (250 ML)']"
20087,['Origanal South Indian Frappe (450 Ml)']
20088,"['Nariyal Irish Cream Frappe (350 ML)', 'Hazelnut Frappe (350 ML)', 'Cafe Latte (250 ML)', 'Add On Syrup (Add On Cinnamon Syrup)']"
20089,"['Yellow Banana Chips 60 Gm', 'Spicy Banana Chips 60 Gm']"
20090,"['Hazelnut Frappe (450 ML)', 'Baked Vada Pav']"
20091,"['Madagascar Chocochip Frappe (350 ML)', 'Vietnamese (450 ML)']"
20092,"['Hazelnut Frappe (350 ML)', 'Hazelnut Frappe (450 ML)', 'Baked Vada Pav']"
20093,"['Hot Chocolate (250 ML)', 'Papparoti (Plain)']"
20094,['Cafe Latte (350 ML)']
20095,['Classic Frappe (450 Ml)']
20096,"['Hot Chocolate (250 ML)', 'Madagascar Chocochip Frappe (450 ML)']"
20097,"['Oat Milk (150 ML)', 'Madagascar Hot Chocolate (350 ML)']"
20098,"['Vietnamese (350 ML)', 'Vanilla Praline (350 ML)', 'Madagascar Chocochip Frappe (350 ML)']"
20099,"['Tartlets (chocolate Tartlet)', 'Tartlets (Salted Caramel Tartlet)', 'Strawbery Rosella Frangipani Tart', 'Hot Chocolate (250 ML)']"
20100,"['Rosella Cheesecake Berliner', 'Gluten Free Hazelnut Brownie']"
20101,['Madagascar Chocochip Frappe (350 Ml)']
20102,"['Madagascar Chocochip Frappe (350 ML)', 'Hazelnut Frappe (350 ML)', 'Vietnamese (350 ML)', 'Nariyal Irish Cream Frappe (350 ML)', 'Bon Bon (350 ML)']"
20103,"['Vanilla Praline (350 ML)', 'Madagascar Chocochip Frappe (350 ML)', 'Madagascar Hot Chocolate (250 ML)']"
20104,"['Berliner Mix 3 Pcs (Blueberry Cheese Cake Berliner)', 'Berliner Mix 3 Pcs (Dark Choco Mousse Berliner)', 'Berliner Mix 3 Pcs (Nutella Berliner)', 'Papparoti (Plain)', 'Choco-crinkle-cookies (COMBO 6 PCS)', 'Baked Vada Pav', 'Calzones Veg (Calzone Veg)', 'Classic Frappe (350 ML)', 'Caramel Frappe (350 ML)', 'Almond Frappe (350 ML)', 'Baked Pav Bhaji', 'Hyderabadi Chicken Keema Pav']"
20105,"['Hazelnut Frappe (350 ML)', 'Madagascar Chocochip Frappe (350 ML)', 'Nariyal Irish Cream Frappe (350 ML)', 'Caramel Frappe (350 ML)']"
20106,"['Hazelnut Frappe (350 ML)', 'Cappucino (250 ML)', 'ALMOND MILK (200 ML)']"
20107,['South Indian Filter Kaapi (150 ML)']
20108,"['Papparoti (Plain)', 'Bon Bon (350 ML)', 'Hazelnut Frappe (350 ML)', 'Classic Frappe (350 ML)']"
20109,"['Hazelnut Frappe (350 ML)', 'South Indian Filter Kaapi (150 ML)']"
20110,['Cappucino (350 ML)']
20111,['Iced Americano (450 Ml)']
20112,['Iced Latte (450 ML)']
20113,"['Papparoti (Plain)', 'Baked Vada Pav', 'Origanal South Indian Frappe (350 ML)', 'Cafe Mocha (250 ML)']"
20114,['South Indian Filter Kaapi (250 ML)']
20115,['Classic Frappe (350 Ml)']
20116,['Cappucino (350 ML)']
20117,"['Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC)', 'Strawberry White Chocolate Ganache With Rosella Jam Macaroon', 'Nariyal Irish Cream Frappe (350 ML)', 'Vietnamese (350 ML)']"
20118,['Malnad Tonic (choice Of Tonic)']
20119,['Cafe Mocha (250 ML)']
20120,['Malnad Tonic (choice Of Tonic)']
20121,['Caramel Frappe (450 ML)']
20122,['Sea Salt Dark Mocha (350 ML)']
20123,['Classic Frappe (450 Ml)']
20124,"['Cappucino (250 ML)', 'Cafe Latte (250 ML)', 'ESPRESSO (60 ML)']"
20125,"['Iced Americano (350 ML)', 'Calzones Veg (Calzone Paneer)']"
20126,['Americano (250 ML)']
20127,"['Mix Tartlet 6 Pcs (Filter Kaapi Tartlet)', 'Mix Tartlet 6 Pcs (chocolate Tartlet)', 'Mix Tartlet 6 Pcs (salted Caramel tartlet)', 'Mix Tartlet 6 Pcs (kodai cheese tartlet)', 'Choco-crinkle-cookies (COMBO 3 PCS)', 'Berliner Mix 3 Pcs (Nutella Berliner)', 'Berliner Mix 3 Pcs (Blueberry Cheese Cake Berliner)', 'Rosella Cheesecake Berliner', 'South Indian Filter Kaapi (150 ML)']"
20128,['South Indian Filter Kaapi (150 ML)']
20129,"['Iced Latte (450 ML)', 'Add On Syrup (Add On Vanilla Syrup)']"
20130,"['Kaapicino (250 ML)', 'Americano (250 ML)']"
20131,['Iced Latte (350 ML)']
20132,['Nariyal Irish Cream Frappe (350 Ml)']
20133,['Americano (250 ML)']
20134,"['Sea Salt Dark Mocha (250 ML)', 'Iced Mocha (450 ML)']"
20135,"['Classic Frappe (350 ML)', 'Almond Frappe (350 ML)', 'Add On Syrup (Add On Nutella sauce)']"
20136,['Almond Frappe (350 ML)']
20137,['Classic Frappe (350 ML)']
20138,"['Papparoti (Plain)', 'Hot Chocolate (250 ML)']"
20139,['Classic Frappe (450 ML)']
20140,"['Iced Latte (350 ML)', 'Vanilla Praline (350 ML)', 'Papparoti (Plain)', 'Mix Tartlet 3 Pcs (chocolate Tartlet)', 'Mix Tartlet 3 Pcs (salted Caramel tartlet)', 'Mix Tartlet 3 Pcs (Filter Kaapi Tartlet)']"
20141,['Classic Frappe (450 Ml)']
20142,['Bon Bon (350 ML)']
20143,['Almond Frappe (350 ML)']
20144,"['Origanal South Indian Frappe (350 ML)', 'Nariyal Irish Cream Frappe (350 ML)']"
20145,['Baked Vada Pav']
20146,"['Almond Frappe (350 ML)', 'Papparoti (Plain)', 'Iced Americano (350 ML)', 'Rosella Cheesecake Berliner']"
20147,['South Indian Filter Kaapi (250 ML)']
20148,"['Classic Frappe (350 ML)', 'Berliner Mix 3 Pcs (Nutella Berliner)', 'Berliner Mix 3 Pcs (Blueberry Cheese Cake Berliner)', 'Rosella Cheesecake Berliner']"
20149,['Sea Salt Dark Mocha (350 ML)']
20150,['Cappucino (350 Ml)']
20151,['Iced Latte (350 ML)']
20152,"['Yellow Banana Chips 60 Gm', 'South Indian Filter Kaapi (250 ML)']"
20153,"['Nariyal Irish Cream Frappe (350 ML)', 'Origanal South Indian Frappe (350 ML)']"
20154,"['Hot Chocolate (350 ML)', 'Spicy Banana Chips 60 Gm']"
20155,['Cold Brew']
20156,"['South Indian Filter Kaapi (150 ML)', 'ESPRESSO (30 ML)']"
20157,['Double Restritto 44 Ml']
20158,"['Hazelnut Frappe (350 ML)', 'Papparoti (Plain)']"
20159,"['South Indian Filter Kaapi (150 ML)', 'Papparoti (Plain)', 'Hot Chocolate (250 ML)', 'South Indian Filter Kaapi (250 ML)', 'Baked Vada Pav', 'Papparoti (Plain)']"
20160,['Madagascar Chocochip Frappe (350 ML)']
20161,['Iced Latte (350 ML)']
20162,['Flat White 250 Ml']
20163,['South Indian Filter Kaapi (250 ML)']
20164,['Iced Latte (350 ML)']
20165,"['Origanal South Indian Frappe (350 ML)', 'Berliners (Dark Choco Mousse Berliner)']"
20166,"['Cappucino (250 ML)', 'Almond Frappe (350 ML)', 'Sea Salt Dark Mocha Frappe (350 ML)', 'Tartlets (Kacha Nimbu Tartlet)', 'Tartlets (Filter Kaapi Tartlet)', 'Papparoti (Plain)', 'Hyderabadi Chicken Keema Pav', 'Papparoti (Plain)']"
20167,"['Origanal South Indian Frappe (350 ML)', 'Kaapicino (250 ML)', 'Papparoti (Plain)']"
20168,"['Cafe Latte (250 ML)', 'Add On Syrup (Add On Vanilla Syrup)', 'Papparoti (Plain)']"
20169,"['Baked Vada Pav', 'Hyderabadi Soya Keema Pav']"
20170,['Iced Americano (350 ML)']
20171,['Kaapicino (250 ML)']
20172,['Papparoti (Add On Nutella sauce)']
20173,"['Flat White 250 Ml', 'Kaapicino (250 ML)', 'OAT MILK (200 ML)']"
20174,"['Classic Frappe (350 ML)', 'OAT MILK (200 ML)']"
20175,['South Indian Filter Kaapi (150 ML)']
20176,['South Indian Filter Kaapi (150 ML)']
20177,"['Choco-crinkle-cookies (with Egg) (COMBO 3 PCS)', 'Sea Salt Dark Mocha (350 ML)']"
20178,['Origanal South Indian Frappe (350 ML)']
20179,"['Classic Frappe (350 ML)', 'Hazelnut Frappe (350 ML)']"
20180,['Hazelnut Frappe (450 ML)']
20181,"['South Indian Filter Kaapi (250 ML)', 'Hyderabadi Chicken Keema Pav', 'Cafe Latte (250 ML)']"
20182,['Hot Chocolate (350 ML)']
20183,"['Vietnamese (350 ML)', 'South Indian Filter Kaapi (150 ML)']"
20184,"['Hazelnut Frappe (350 ML)', 'Papparoti (Plain)']"
20185,['South Indian Filter Kaapi (150 ML)']
20186,"['Cappucino (250 ML)', 'Add On Syrup (Add On hazelnuts Syrup)']"
20187,"['South Indian Filter Kaapi (150 ML)', 'Hot Chocolate (250 ML)']"
20188,"['Hyderabadi Chicken Keema Pav', 'Hyderabadi Chicken Keema Pav', 'Chicken Calzone']"
20189,"['Hazelnut Frappe (450 ML)', 'Berliners (Blueberry Cheese Cake Berliner)']"
20190,"['Hot Chocolate (250 ML)', 'Chicken Calzone', 'Calzones Veg (Calzone Veg)']"
20191,"['Rosella Jam With Filter Coffee Ganache Macaroon (2 PCS)', 'Iced Americano (350 ML)', 'Add On Syrup (Add On Vanilla Syrup)', 'Baked Vada Pav', 'Baked Vada Pav', 'Origanal South Indian Frappe (350 ML)']"
20192,"['Nariyal Irish Cream Frappe (350 ML)', 'Espresso Tonic (Tonic Water)']"
20193,"['Spicy Banana Chips 60 Gm', 'South Indian Filter Kaapi (250 ML)', 'Hyderabadi Chicken Keema Pav', 'Hyderabadi Soya Keema Pav']"
20194,['South Indian Filter Kaapi (150 ML)']
20195,"['Origanal South Indian Frappe (350 ML)', 'Madagascar Chocochip Frappe (350 ML)']"
20196,"['Cappucino (250 ML)', 'Americano (250 ML)', 'Madagascar Chocochip Frappe (350 ML)']"
20197,"['South Indian Filter Kaapi (150 ML)', 'Papparoti (Add On Nutella sauce)', 'Cafe Mocha (250 ML)']"
20198,['Classic Frappe (350 ML)']
20199,['Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC)']
20200,"['Iced Americano (350 ML)', 'Iced Americano (350 ML)', 'Madagascar Chocochip Frappe (350 ML)', 'Iced Americano (350 ML)']"
20201,"['South Indian Filter Kaapi (250 ML)', 'Berliners (Blueberry Cheese Cake Berliner)', 'Yellow Banana Chips 60 Gm', 'Spicy Banana Chips 60 Gm']"
20202,"['Classic Frappe (350 ML)', 'Americano (250 ML)']"
20203,"['Vietnamese (350 ML)', 'Iced Americano (350 ML)', 'Baked Vada Pav']"
20204,['Classic Frappe (450 Ml)']
20205,['Nariyal Irish Cream Frappe (350 ML)']
20206,"['Madagascar Hot Chocolate (350 ML)', 'Sea Salt Dark Mocha (350 ML)', 'Flat White 250 Ml']"
20207,['White Loaf Bread']
20208,"['Baked Vada Pav', 'Berliners (Lotus Biscoff Berliner)', 'Berliners (Nutella Berliner)']"
20209,"['Classic Frappe (350 ML)', 'Papparoti (Plain)']"
20210,['Classic Frappe (350 ML)']
20211,['Madagascar Hot Chocolate (250 ML)']
20212,"['Papparoti (Plain)', 'Hazelnut Frappe (350 ML)']"
20213,['Classic Frappe (350 ML)']
20214,['South Indian Filter Kaapi (250 ML)']
20215,"['Sea Salt Dark Mocha Frappe (350 ML)', 'Hyderabadi Chicken Keema Pav', 'Madagascar Hot Chocolate (250 ML)']"
20216,"['Madagascar Chocochip Frappe (350 ML)', 'Hyderabadi Chicken Keema Pav']"
20217,"['Calzone Mix 2 Pc (Calzone Paneer)', 'Chicken Calzone']"
20218,"['Almond Frappe (350 ML)', 'Hyderabadi Chicken Keema Pav', 'Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC)']"
20219,"['Hazelnut Frappe (350 ML)', 'Hot Chocolate (250 ML)']"
20220,"['Chicken Calzone', 'South Indian Filter Kaapi (150 ML)']"
